""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"
"otu924"	2105	791	2601	490	3463	1603	706	103	1039	426	932	308	344	1377	389	1153	533	24	1284	1951	552	138	1839	899	1726	1130	943	345	606	316
"otu925"	877	290	560	763	663	461	434	323	7351	1232	1421	405	2232	2671	932	636	112	34	228	1293	237	4136	486	975	1227	418	153	419	489	1976
"otu926"	50	263	657	79	577	566	548	94	297	700	109	377	1096	1430	115	1676	652	1323	885	711	3780	613	417	1487	193	940	794	427	116	525
"otu927"	1547	461	494	1977	702	93	767	153	1299	76	199	524	212	46	909	2360	269	157	451	342	848	89	126	2748	370	1058	775	723	540	423
"otu928"	94	1626	594	8305	490	1454	4317	1656	2015	422	521	1035	83	512	1343	166	1534	742	485	1572	786	4266	1752	314	242	293	573	178	565	5266
"otu929"	500	144	1018	1212	1251	1784	798	687	2655	1448	340	421	324	1079	383	3038	752	341	620	1929	274	610	1577	733	732	1069	3327	756	605	1946
"otu93"	485	294	118	1618	1814	1337	3483	299	269	709	817	1184	286	220	94	1289	531	488	1123	3581	811	389	104	133	848	155	47	710	905	281
"otu930"	669	342	658	209	1677	131	878	188	506	1362	1325	409	333	144	469	536	8592	128	1475	1621	4207	433	531	298	181	720	639	2007	143	358
"otu931"	474	309	627	667	972	1086	3002	366	96	11967	2583	672	722	348	895	47	634	841	574	1483	3618	782	404	372	1157	307	356	767	609	986
"otu932"	191	442	666	813	164	1063	213	508	892	316	3447	588	623	889	757	741	4519	417	959	643	2140	254	1280	1143	1539	1459	718	412	1047	548
"otu933"	380	877	260	411	2355	2168	586	779	1365	187	2866	3070	1665	114	905	1660	542	138	401	2881	992	107	306	746	4664	2032	894	187	576	1153
"otu934"	338	975	1083	433	1542	685	2214	947	288	192	90	424	431	467	154	619	1397	387	483	629	184	1681	1253	388	332	373	81	1092	433	630
"otu935"	126	240	693	576	1299	173	2895	1111	1353	1423	142	721	363	556	252	2221	484	222	1034	878	286	345	2616	206	2543	76	2664	1053	394	1282
"otu936"	171	84	179	848	515	782	607	162	954	584	1420	353	682	512	1985	3605	126	559	1171	1575	966	577	1685	894	90	523	2539	478	281	640
"otu937"	328	93	439	389	630	1753	484	1586	232	56	3790	73	351	2107	770	206	1088	284	517	522	607	253	323	646	568	1927	479	422	328	408
"otu938"	1042	844	294	417	630	1326	3699	114	685	398	179	1823	1151	187	590	487	211	96	2538	2999	896	601	366	1296	874	527	634	497	437	396
"otu939"	1026	217	714	440	356	1267	146	737	374	936	1387	431	4572	2192	1325	310	373	859	200	1247	1689	1523	746	263	1453	1212	829	3261	667	459
"otu94"	708	2074	306	1073	500	357	260	733	267	1748	509	298	789	558	1125	237	1024	2382	823	1309	4602	295	388	1167	4890	816	580	1942	3367	701
"otu940"	381	2423	1199	179	817	1477	504	1453	378	509	385	426	1826	375	348	319	269	269	82	1291	1246	753	433	450	1355	600	1322	664	561	273
"otu941"	333	444	3128	551	3693	385	731	1084	84	1822	1884	464	517	1035	311	451	1508	35	1229	3917	574	1248	2001	170	1977	294	1676	672	1684	185
"otu942"	534	3319	131	958	999	980	256	1688	298	589	105	1397	736	239	1060	1155	255	540	1029	1065	529	575	586	253	188	353	1332	249	3398	112
"otu943"	469	104	418	3303	819	759	2109	3986	334	1450	214	643	1097	1571	763	2719	1077	1498	3139	834	1080	979	612	149	2847	967	560	315	589	567
"otu944"	577	298	472	975	1526	562	1325	1432	1809	481	1144	1078	665	692	1124	529	713	333	851	505	1414	606	604	669	403	242	327	752	3124	199
"otu945"	410	1580	142	298	444	275	333	453	1450	10390	1394	3254	176	334	240	244	832	3106	729	5434	727	1827	1523	559	1194	4599	1024	400	179	346
"otu946"	2004	670	1819	1682	24	403	401	4591	1390	356	1911	1148	1099	1099	510	433	263	522	577	641	1590	748	778	210	2846	1115	612	833	51	739
"otu947"	1266	973	258	438	384	1813	343	477	298	616	585	224	55	457	75	2854	2729	642	264	2709	382	1212	472	178	246	2594	69	360	2444	1278
"otu948"	13764	331	804	525	1762	112	260	84	780	1881	481	308	352	1495	725	1585	350	3909	672	263	865	409	2892	467	1650	466	101	1890	2898	594
"otu949"	5842	779	455	1926	1830	368	1086	240	1729	256	430	1382	252	3294	543	77	649	6742	409	910	344	886	2016	1152	422	138	344	1130	1654	932
"otu95"	253	709	304	391	490	539	1678	287	511	57	652	3220	753	882	423	338	370	1542	857	3109	287	71	121	1521	618	230	1955	2884	339	1567
"otu950"	806	129	1048	650	557	524	811	740	1452	955	886	762	497	639	327	3379	182	11429	179	1018	304	135	474	119	583	1314	74	1646	775	225
"otu951"	649	227	1330	755	217	718	692	443	2371	1206	591	2072	1704	2293	497	708	516	304	320	594	854	5787	834	1671	1037	5347	1458	429	1182	245
"otu952"	2533	718	510	261	289	281	1067	1908	302	3043	1615	3868	845	842	679	2502	251	315	813	785	1598	55	588	599	930	314	1081	197	477	1933
"otu953"	468	450	758	704	766	2665	238	112	2987	602	3604	684	1084	1368	369	270	185	1004	2316	357	482	479	487	583	119	349	435	333	4462	1382
"otu954"	1396	514	130	246	1696	450	126	919	303	1687	889	1005	223	293	611	5077	222	235	420	494	472	1219	1028	1746	905	1212	409	404	243	650
"otu955"	1584	916	124	1900	1449	229	405	605	543	576	389	757	201	269	547	428	727	193	562	972	954	602	485	999	2308	139	210	1126	516	1012
"otu956"	908	363	141	419	114	267	1423	669	867	823	758	709	184	3040	172	732	566	308	59	2187	3100	1807	803	445	2221	151	575	3087	380	579
"otu957"	183	168	596	444	598	798	958	173	830	251	418	589	2317	4062	143	513	166	420	202	2366	430	431	1834	1192	1035	759	618	918	2261	830
"otu958"	1134	6831	889	876	1213	1036	1687	479	355	346	1863	260	1430	600	546	2788	170	201	435	876	676	210	1258	699	600	439	634	324	147	3498
"otu959"	2494	717	379	670	122	718	101	1625	904	2077	2299	303	690	333	362	323	1500	705	568	717	76	436	187	708	318	658	546	503	212	470
"otu96"	838	866	229	229	324	871	1258	476	554	1503	339	1514	1532	558	1521	1549	232	65	366	175	1085	158	844	183	1378	90	954	304	1474	905
"otu960"	46	369	134	32	777	180	656	1029	489	771	105	1549	105	132	305	2782	741	3845	579	843	853	339	533	402	3543	255	439	189	3905	426
"otu961"	427	359	416	1647	225	955	1950	227	962	151	118	326	189	428	141	1208	818	197	143	2339	166	1295	333	695	4294	2359	452	616	650	2540
"otu962"	302	324	429	2037	249	1082	6317	163	901	1766	589	1596	3778	379	1332	485	293	226	1601	860	352	2266	131	226	111	591	1184	593	1126	791
"otu963"	112	437	1375	2342	173	1566	925	535	645	1667	1683	2354	346	134	1277	776	654	1920	736	112	915	2052	467	178	768	153	486	380	1088	1304
"otu964"	458	873	220	2431	245	2751	691	676	404	117	86	5803	204	456	355	651	960	165	923	225	816	1537	3605	1639	443	417	720	3883	995	239
"otu965"	955	1597	487	1122	589	264	714	1581	321	291	332	4577	4320	7335	290	298	961	707	381	1436	609	754	555	1728	533	277	1118	3294	2768	99
"otu966"	1017	420	119	2513	63	95	237	486	504	910	2596	881	4434	176	683	1096	1022	1879	103	1282	3015	149	238	701	6884	6419	272	75	271	1349
"otu967"	406	396	916	1761	327	283	1345	243	958	714	190	341	589	2001	1441	369	466	1045	1724	1201	185	412	641	3211	816	2634	580	802	144	970
"otu968"	184	968	166	1894	257	1982	1211	938	1755	1463	8495	769	228	779	113	515	519	953	661	428	166	386	408	330	506	742	143	302	203	139
"otu969"	178	3428	303	530	389	203	625	911	108	1924	713	354	381	170	1840	1044	346	4643	1770	156	1463	2739	448	691	6365	454	267	617	436	1800
"otu97"	1443	213	1066	651	754	758	111	476	271	139	1547	377	187	85	949	804	1832	645	664	72	480	1734	698	260	375	1207	109	477	251	5108
"otu970"	647	264	679	395	2269	316	305	649	930	488	320	936	236	997	303	914	1673	137	388	526	297	586	348	98	1581	166	284	1346	635	329
"otu971"	451	1111	2311	299	554	527	4500	1210	193	2265	414	504	1403	438	765	769	659	330	669	120	1006	451	445	4595	341	734	209	2457	819	221
"otu972"	1078	1805	499	523	577	355	757	71	3083	377	2113	1552	666	420	198	1812	558	859	385	240	2411	607	888	542	1108	141	1434	117	46	765
"otu973"	484	446	109	1669	288	928	5646	277	104	465	319	3570	1018	1599	311	3321	1538	2098	306	157	1771	1159	1151	646	2291	442	745	261	297	278
"otu974"	1676	326	2261	302	449	752	294	2223	667	1201	810	167	122	1592	1016	228	497	3346	247	63	370	217	660	768	1235	1110	542	1156	212	983
"otu975"	1114	492	233	2294	338	521	275	1241	599	112	2016	637	469	314	167	894	648	461	367	695	4471	109	571	1394	1737	625	890	74	530	138
"otu976"	226	336	3495	495	195	1127	478	246	2090	301	70	792	640	336	1587	661	377	306	533	429	7815	2076	255	88	341	492	1093	161	1295	744
"otu977"	949	1086	598	962	139	774	143	2616	256	288	683	1304	870	1990	581	2297	2579	532	470	1232	271	498	58	426	96	389	397	743	109	567
"otu978"	241	1036	945	2603	295	442	846	578	860	1182	1236	1160	446	1120	131	216	1650	1507	693	1188	729	254	379	510	371	937	390	2469	337	5538
"otu979"	169	146	813	1199	4456	414	587	300	1173	763	41	698	234	455	406	916	2027	538	861	355	726	624	205	176	252	696	1008	1213	1969	1731
"otu98"	1803	735	432	481	1223	886	1304	132	735	829	2083	1024	15577	1236	359	71	415	493	290	4519	412	405	324	1579	425	1185	3067	144	531	991
"otu980"	1207	1450	334	955	177	429	391	144	160	119	712	256	735	897	139	1006	238	366	600	844	531	594	400	1716	877	971	663	779	356	272
"otu981"	607	249	355	2185	229	297	89	1352	350	647	847	358	129	738	848	126	218	474	2551	718	517	1785	188	971	1215	307	384	6098	162	151
"otu982"	1161	380	14794	1806	2366	270	1419	2937	2807	140	728	436	1216	394	403	7721	511	1001	485	45	303	170	249	925	299	363	1411	292	671	1156
"otu983"	252	421	926	746	1531	251	985	298	272	201	586	136	974	1417	479	501	2070	495	898	964	630	3254	419	265	760	2916	268	1949	1010	1643
"otu984"	5584	131	434	619	454	4101	911	1381	992	933	197	1514	2106	512	387	201	689	139	6635	721	335	98	1660	45	658	1210	195	299	530	739
"otu985"	413	273	687	551	722	1355	492	113	183	453	5106	5874	594	553	1686	143	2369	35	5262	1451	1314	478	954	1267	90	727	4668	247	587	1443
"otu986"	530	369	427	1816	793	1084	566	694	836	1313	281	828	509	476	282	262	540	778	941	667	545	2275	2820	721	896	170	829	352	556	1867
"otu987"	339	452	660	667	1081	591	802	153	90	708	1215	758	134	121	338	440	118	1383	149	160	2067	289	290	536	460	344	293	1721	876	378
"otu988"	262	2168	1272	270	8094	1150	411	166	1406	260	751	943	5184	1439	697	783	1372	1258	240	1134	1379	821	795	1567	4715	337	620	106	1221	110
"otu989"	3146	837	729	497	191	88	912	283	967	1825	840	825	444	416	737	196	932	1263	2618	1606	516	506	448	55	1069	252	1474	359	57	2669
"otu99"	684	1625	3691	137	1297	3556	568	278	1026	456	328	1105	9428	1182	410	246	1215	1501	76	308	744	2772	37	1714	4306	273	174	1367	2665	370
"otu990"	180	871	498	7109	436	133	125	374	418	1521	570	444	1785	1451	394	251	649	943	1323	359	512	1196	610	648	988	564	275	1719	434	1375
"otu991"	1168	137	1160	502	837	383	413	538	627	1502	4699	136	66	356	444	581	1622	241	1270	2141	808	2824	1075	952	954	922	588	1911	595	482
"otu992"	245	874	456	1034	144	162	437	869	1346	1055	380	2737	277	793	1141	770	755	5849	515	1368	138	1207	2057	620	385	619	301	2391	662	237
"otu993"	250	331	109	185	724	1626	931	1946	4173	1451	2629	572	952	551	432	2408	906	39	576	634	69	163	224	4062	1308	443	9767	1740	591	950
"otu994"	426	2083	833	1981	128	1292	875	139	845	404	210	319	344	1499	102	546	975	467	127	791	1058	203	1733	2029	245	4115	463	1237	1111	222
"otu995"	2353	191	4461	584	309	4823	110	677	154	740	376	421	125	1380	463	1430	959	207	412	3797	662	270	91	460	146	1259	494	368	101	249
"otu996"	363	3330	118	411	1523	354	2641	445	32	1038	79	757	791	83	736	506	580	1735	1666	692	283	156	4122	702	115	5005	1420	746	198	1448
"otu997"	264	387	451	664	904	2525	649	834	445	1093	734	367	431	366	3915	1345	2589	184	313	616	137	433	656	1824	1004	335	62	846	212	239
"otu998"	1916	1938	329	729	296	594	365	395	342	1030	547	326	1858	369	658	257	1388	714	365	3029	1265	540	1454	698	319	155	368	565	1639	1520
"otu999"	4312	506	961	401	7883	2526	1151	2367	142	141	200	670	4287	537	350	164	108	452	596	329	615	146	1008	234	85	245	1148	1330	213	1140
